Codigo,Espacialidades,UF,PercentDe25AnosOuMaisComSuperiorCompleto1991,PercentDe25AnosOuMaisComSuperiorCompleto2000,PercentDe25AnosOuMaisComSuperiorCompleto2010,ExpectativaDeAnosDeEstudo1991,ExpectativaDeAnosDeEstudo2000,ExpectativaDeAnosDeEstudo2010
231210,Santana do Cariri,CE,0.93,0.5,4.33,6.28,6.92,10.32
315860,Santana do Deserto,MG,1.55,0.43,4.91,7.67,8.54,7.82
315870,Santana do Garambeu,MG,1.99,2.41,3.28,7.92,8.57,10.12
270800,Santana do Ipanema,AL,0.71,1.95,4.14,6.5,6.22,8.75
412400,Santana do Itarare,PR,1.34,1.16,3.7,9.37,9.85,11.12
315880,Santana do Jacare,MG,3.89,2.75,7.28,8.49,7.65,7.5
431710,Sant'Ana do Livramento,RS,7.51,7.86,9.91,10.37,10.61,10.57
315890,Santana do Manhuacu,MG,0.11,1.04,2.6,7.88,7.84,7.56
211023,Santana do Maranhao,MA,,0.11,0.85,3.63,3.21,8.03
241140,Santana do Matos,RN,0.1,0.62,2.29,6.82,8.17,8.92
270810,Santana do Mundau,AL,0.14,0.19,1.1,6.89,4.92,7.83
315895,Santana do Paraiso,MG,0.63,1.35,4.26,7.71,9.04,8.38
220935,Santana do Piaui,PI,0.46,0.49,3.35,3.51,5.39,8.93
315900,Santana do Riacho,MG,0.41,1.83,4.92,7.88,7.7,10.6
280640,Santana do Sao Francisco,SE,0.54,2.71,3.18,4.52,6.9,9.62
241142,Santana do Serido,RN,0.59,,2.3,6.71,10.94,8.92
251360,Santana dos Garrotes,PB,1.25,2.34,4.18,6.41,7.29,9.4
315910,Santana dos Montes,MG,0.77,0.59,3.31,7.11,8.13,9.75
292830,Santanopolis,BA,,,1.91,5.81,6.6,9.37
231220,Santa Quiteria,CE,0.77,1.67,4.48,4.1,7.15,9.82
211010,Santa Quiteria do Maranhao,MA,,0.95,2.66,6,5.29,8.34
150690,Santarem Novo,PA,0.42,0.63,1.47,6.68,5.5,8.35
150680,Santarem,PA,1.35,2.94,7.23,7.51,8.5,10.26
251365,Santarem,PB,,,1.93,4.14,7.58,10.45
315920,Santa Rita de Caldas,MG,3.3,3.28,6.51,8.95,9.32,9.36
292840,Santa Rita de Cassia,BA,0.29,0.18,2.66,6.26,6.79,8.66
315940,Santa Rita de Ibitipoca,MG,0.34,1.38,3.25,6.86,7.76,9.67
315930,Santa Rita de Jacutinga,MG,3.13,3,7.27,7.85,8.64,9.14
315935,Santa Rita de Minas,MG,0.99,1.04,3.09,5.79,7.4,7.88
521940,Santa Rita do Araguaia,GO,3.77,4.34,8.94,9.26,9.29,9.45
354740,Santa Rita D'Oeste,SP,1.19,4.34,10.98,10.21,9.75,12.02
315950,Santa Rita do Itueto,MG,0.57,0.92,2.62,7.68,7.9,8.22
521945,Santa Rita do Novo Destino,GO,,0.3,3.68,6.6,8.61,10.61
500755,Santa Rita do Pardo,MS,0.19,2.55,5.9,5.97,9.04,9.13
354750,Santa Rita do Passa Quatro,SP,5.29,8.4,12.62,9.94,9.77,9.95
315960,Santa Rita do Sapucai,MG,6.3,8.35,13.46,7.84,8.64,9.18
171889,Santa Rita do Tocantins,TO,0.12,,5.77,5.5,4.18,9.75
510776,Santa Rita do Trivelato,MT,2.89,0.95,8.63,4.27,8.23,7.26
211020,Santa Rita,MA,0.15,0.95,2.52,7.33,7.34,9.54
251370,Santa Rita,PB,1.34,1.92,2.92,6.55,7.21,8.95
315970,Santa Rosa da Serra,MG,3.13,2.23,9.21,8.35,9.58,9.95
521950,Santa Rosa de Goias,GO,0.29,0.65,4.49,8.82,9.78,10.49
421560,Santa Rosa de Lima,SC,,2.35,5.77,9.34,10.68,11.51
280650,Santa Rosa de Lima,SE,,,1.92,6.63,6.93,7.95
354760,Santa Rosa de Viterbo,SP,4.86,6.48,9.82,10.02,9.82,11.49
220937,Santa Rosa do Piaui,PI,,0.81,3.37,4.9,6.96,10.22
120043,Santa Rosa do Purus,AC,,,2.33,4.23,4.55,4.72
421565,Santa Rosa do Sul,SC,1.32,1.47,4.79,8.94,9.54,10.79
171890,Santa Rosa do Tocantins,TO,,2.09,5.43,4.1,7.17,10.11
431720,Santa Rosa,RS,7.64,8.2,11.99,10.37,10.79,10.83
354765,Santa Salete,SP,,1.76,6.99,7.97,11.54,10.38
320460,Santa Teresa,ES,1.6,3.88,8.06,10.58,9.39,9.21
292850,Santa Teresinha,BA,,0.12,0.93,5.53,6.98,7.97
251380,Santa Teresinha,PB,0.26,0.79,2.94,6.71,6.92,10.14
521960,Santa Tereza de Goias,GO,2.07,3.55,5.88,7.54,9.45,10.03
412402,Santa Tereza do Oeste,PR,1.48,1.77,5.33,9.06,10.97,10.12
171900,Santa Tereza do Tocantins,TO,,,7.53,7.11,8.17,9.85
431725,Santa Tereza,RS,2.21,,2.92,5.98,9.57,10.77
521970,Santa Terezinha de Goias,GO,1.13,0.8,4.09,6.67,9.09,10.45
412405,Santa Terezinha de Itaipu,PR,2.16,3.92,9.17,9.6,10.32,11.73
421568,Santa Terezinha do Progresso,SC,0.21,0.76,4.95,8.53,10.11,11.77
172000,Santa Terezinha do Tocantins,TO,,,5.49,5,8.5,10.27
510777,Santa Terezinha,MT,1.44,0.48,6.47,7.45,6.79,7.97
261280,Santa Terezinha,PE,1.55,1.49,3.64,7.75,7.15,8.86
421567,Santa Terezinha,SC,,0.33,2.81,8.72,8.75,10.47
431730,Santa Vitoria do Palmar,RS,3.38,5.12,9.18,9.91,10.33,9.81
315980,Santa Vitoria,MG,1.17,2.67,8.44,9.19,8.17,9.31
421569,Santiago do Sul,SC,1.28,,6.91,6.61,11.73,10.91
431740,Santiago,RS,6.14,6.84,12.95,11.46,11.67,10.78
510726,Santo Afonso,MT,,1.6,6.88,5.04,10.18,7.56
292860,Santo Amaro,BA,1.05,1.01,4,7.02,7.64,8.5
421570,Santo Amaro da Imperatriz,SC,2.03,3.02,9.12,10.42,10.79,10.94
280660,Santo Amaro das Brotas,SE,0.61,1.22,4.35,5.48,7.98,8.45
211027,Santo Amaro do Maranhao,MA,,,1.68,6.15,5.16,7.95
354770,Santo Anastacio,SP,5,7.25,8.2,10.02,10.85,11.31
251385,Santo Andre,PB,1.39,2.28,1.89,5.7,7.18,9.35
354780,Santo Andre,SP,8.56,11.25,20.14,10.06,10.74,10.69
431750,Santo Angelo,RS,8.34,9.49,14.16,10.78,10.81,11.02
354790,Santo Antonio da Alegria,SP,3.1,5.36,8.9,9.01,9.62,9.6
521971,Santo Antonio da Barra,GO,1.19,1.26,4.69,8.32,9.25,9.69
431760,Santo Antonio da Patrulha,RS,2.16,3.15,6.46,10.98,10.65,9.62
412410,Santo Antonio da Platina,PR,4.88,6.22,10.44,9.7,9.09,9.54
431770,Santo Antonio das Missoes,RS,2.89,3.53,6,9.92,10.59,10.64
521973,Santo Antonio de Goias,GO,,2.15,5.61,8.59,7.26,10.53
292870,Santo Antonio de Jesus,BA,1.5,2.16,5.55,7.08,8.18,9
220940,Santo Antonio de Lisboa,PI,,0.21,4.29,7.73,5.87,7.16
330470,Santo Antonio de Padua,RJ,2.78,3.66,8.56,8.53,8.12,8.97
354800,Santo Antonio de Posse,SP,3.24,3.77,5.82,9.08,9.63,9.77
315990,Santo Antonio do Amparo,MG,3.05,3.56,5.59,8.14,9.49,8.86
354805,Santo Antonio do Aracangua,SP,0.26,1.83,6.13,9.87,11.22,11.31
316000,Santo Antonio do Aventureiro,MG,1.11,0.93,6.02,8.26,9.4,9.43
412420,Santo Antonio do Caiua,PR,2,2.99,7.51,9.7,10.35,11.3
521975,Santo Antonio do Descoberto,GO,0.53,0.44,3.34,7.17,7.92,8.83
316010,Santo Antonio do Grama,MG,1.83,1.79,4.52,7.96,7.64,9.33
130370,Santo Antonio do Ica,AM,0.95,0.71,2.45,4.75,3.83,6.49
316020,Santo Antonio do Itambe,MG,0.35,0.14,3.42,4.53,6.67,9.03
316030,Santo Antonio do Jacinto,MG,0.09,0.92,3.62,5.74,7.6,7.96
354810,Santo Antonio do Jardim,SP,2.02,4.51,6.23,9.64,7.8,8.88
510779,Santo Antonio do Leste,MT,2.52,2.41,4.86,3.95,7.9,8.09
510780,Santo Antonio do Leverger,MT,1.77,2.96,6.17,6.78,7.29,8.39
316040,Santo Antonio do Monte,MG,4.16,3.42,6.63,9.06,9.45,8.77
431755,Santo Antonio do Palma,RS,0.29,1.19,4.84,9.23,10.53,10.9
412430,Santo Antonio do Paraiso,PR,3.54,4.82,6.17,8.92,10.15,12.8
354820,Santo Antonio do Pinhal,SP,4.2,3.24,6.54,9.19,9.27,10.92
431775,Santo Antonio do Planalto,RS,,0.71,4.02,12.12,12.56,9.54
316045,Santo Antonio do Retiro,MG,,,3.29,2.73,7.18,9.85
316050,Santo Antonio do Rio Abaixo,MG,0.38,2.98,3.87,7.58,8.96,7.88
211030,Santo Antonio dos Lopes,MA,0.19,0.27,5.32,5.33,5.62,8.51
220945,Santo Antonio dos Milagres,PI,,,5.54,6.84,8.41,9.93
412440,Santo Antonio do Sudoeste,PR,0.85,2.94,5.8,9.68,9.29,10.51
150700,Santo Antonio do Taua,PA,1.59,1.13,3.06,6.53,6.59,9.61
241150,Santo Antonio,RN,0.52,0.91,2.52,6.32,7.63,9.29
431780,Santo Augusto,RS,3.23,4.81,7.76,9.89,10.22,10.79
431790,Santo Cristo,RS,3.11,4.07,8.18,10.57,11.24,11.35
292880,Santo Estevao,BA,0.5,0.97,2.87,5.44,6.62,8.59
431795,Santo Expedito do Sul,RS,2.51,2.22,5.4,9.31,11.95,10.76
354830,Santo Expedito,SP,2.05,4.46,3.35,10.46,11.21,10.64
316060,Santo Hipolito,MG,0.25,2.42,4.29,7.77,9.04,8.48
220950,Santo Inacio do Piaui,PI,,0.45,2.97,5.54,6.14,9.76
412450,Santo Inacio,PR,5.48,4.52,7.66,9.51,10.14,10.66
354840,Santopolis do Aguapei,SP,1.72,2.8,5.34,9.61,10.77,11.8
316070,Santos Dumont,MG,3.46,3.41,8.28,8.7,9.62,9.6
354850,Santos,SP,14.46,19.25,27.82,10.47,11.2,10.84
231230,Sao Benedito,CE,0.2,1.74,4.16,4.15,7.52,9.64
211040,Sao Benedito do Rio Preto,MA,,0.25,1.47,6.18,7.02,8.91
261290,Sao Benedito do Sul,PE,0.4,0.58,1.65,6.73,6.33,7.62
251392,Sao Bentinho,PB,,1.96,2.18,3.81,7.16,9.52
316080,Sao Bento Abade,MG,0.43,3.78,4.52,7.66,8.14,9.06
241160,Sao Bento do Norte,RN,,,2.08,6.01,8.32,7.89
354860,Sao Bento do Sapucai,SP,4.37,4.51,9.53,10.17,9.31,10.46
421580,Sao Bento do Sul,SC,3.21,4.4,12.26,10.19,10.25,10.39
172010,Sao Bento do Tocantins,TO,,0.26,4.34,6.38,7.42,10.17
241170,Sao Bento do Trairi,RN,,,3.02,7.44,8.92,9.17
261300,Sao Bento do Una,PE,0.95,1.96,2.95,7.75,6.6,8.53
211050,Sao Bento,MA,0.67,0.46,1.56,5.98,7.23,9.04
251390,Sao Bento,PB,0.75,1,2.99,5.56,6.36,8.32
421575,Sao Bernardino,SC,0.68,0.47,4.75,8.57,9.94,10
354870,Sao Bernardo do Campo,SP,10.48,11.72,19.21,9.85,10.44,10.22
211060,Sao Bernardo,MA,0.33,0.1,3.8,4.98,5.76,8.96
421590,Sao Bonifacio,SC,1.91,1.5,5.65,9.85,9.39,9.14
431800,Sao Borja,RS,4.77,5.33,9.38,10.18,10.54,10.73
270820,Sao Bras,AL,0.69,0.77,3.64,6.91,7.46,10.12
316090,Sao Bras do Suacui,MG,2.14,2.32,8.61,9.09,8.81,7.62
220955,Sao Braz do Piaui,PI,,,2.36,5.87,6.2,8.63
150710,Sao Caetano de Odivelas,PA,0.63,0.44,0.92,5.91,6.1,8.97
354880,Sao Caetano do Sul,SP,12.66,19.75,31.19,10.57,11.47,11.04
261310,Sao Caitano,PE,1.29,1.77,2.79,7.08,6.62,9.78
412460,Sao Carlos do Ivai,PR,1.9,3.31,5.43,9.64,9.33,10.05
421600,Sao Carlos,SC,2.7,2.95,10.09,8.8,10.32,10.69
354890,Sao Carlos,SP,10.41,13.17,17.81,10.12,10.54,10.66
421605,Sao Cristovao do Sul,SC,1.58,1.01,5.03,9.87,8.54,8.82
280670,Sao Cristovao,SE,1.07,1.45,4.68,6.12,7.64,9.13
292890,Sao Desiderio,BA,0.14,0.11,2.32,5.97,5.82,8.23
292895,Sao Domingos,BA,,0.13,4.04,5.18,8.32,9.22
316095,Sao Domingos das Dores,MG,,0.5,3.15,7.55,7.44,9.72
150715,Sao Domingos do Araguaia,PA,0.19,0.64,2.74,5.15,6.22,8.08
211065,Sao Domingos do Azeitao,MA,,0.77,2.77,4.99,6.51,6.97
150720,Sao Domingos do Capim,PA,0.85,,2.52,5.09,4.7,7.35
251394,Sao Domingos do Cariri,PB,0.66,1.53,5.15,5.82,7.03,8.52
211070,Sao Domingos do Maranhao,MA,0.1,0.61,4.19,5.56,6.76,9.6
320465,Sao Domingos do Norte,ES,1.26,1.03,5.7,10.44,9.51,9.78
316100,Sao Domingos do Prata,MG,1.07,2.55,5.4,7.61,9.19,9.22
431805,Sao Domingos do Sul,RS,2.57,6.7,6.21,10.66,11.21,11.9
521980,Sao Domingos,GO,0.48,0.78,4.22,5.99,6.86,8.87
251396,Sao Domingos,PB,,,1.3,3.89,5.34,8.93
421610,Sao Domingos,SC,2.06,4.07,7.42,9.39,10.71,11.44
280680,Sao Domingos,SE,0.18,0.29,3.33,5.97,6.41,9.06
292910,Sao Felipe,BA,0.54,0.6,1.57,4.91,7.53,8.71
110148,Sao Felipe D'Oeste,RO,,0.1,4.5,5.71,8.01,10.57
292900,Sao Felix,BA,0.86,0.64,3.12,6.47,7.04,9.49
211080,Sao Felix de Balsas,MA,,,2.89,6.16,5.52,8.25
316105,Sao Felix de Minas,MG,0.28,1.26,2.46,5.72,7.04,8.85
510785,Sao Felix do Araguaia,MT,3.25,2.6,7.86,7.52,9.03,9.09
292905,Sao Felix do Coribe,BA,0.25,0.22,3.35,4.61,8.03,9.53
220960,Sao Felix do Piaui,PI,0.59,0.3,3.61,6.16,7.02,9.52
172015,Sao Felix do Tocantins,TO,,2.9,7.54,5.7,5.7,10.23
150730,Sao Felix do Xingu,PA,0.4,0.38,1.85,4.76,5,6.45
241180,Sao Fernando,RN,1.3,1.84,3.52,6.74,9.11,9.45
330480,Sao Fidelis,RJ,1.15,2.54,5.83,7.51,8.46,9.47
220965,Sao Francisco de Assis do Piaui,PI,,0.28,1.86,3.13,4.33,7.26
431810,Sao Francisco de Assis,RS,2.79,4.42,5.74,9.64,10.26,10.77
521990,Sao Francisco de Goias,GO,1.24,1.19,4.13,7.96,9.12,8.68
330475,Sao Francisco de Itabapoana,RJ,0.43,0.79,3.57,6.69,6.77,8.2
316120,Sao Francisco de Paula,MG,0.36,1.57,4.63,7.29,9.6,8.49
431820,Sao Francisco de Paula,RS,2.2,2.14,5.7,9.36,9.85,9.93
316130,Sao Francisco de Sales,MG,2.13,3.01,4.71,8.56,8.67,8.01
211085,Sao Francisco do Brejao,MA,,0.2,2.38,5.32,6.67,9.12
292920,Sao Francisco do Conde,BA,0.52,1.01,3.74,6.21,8.24,7.91
316140,Sao Francisco do Gloria,MG,1.81,1.95,5.96,8.72,8.25,10.19
110149,Sao Francisco do Guapore,RO,0.87,0.91,5.07,5.41,5.33,9.44
211090,Sao Francisco do Maranhao,MA,0.04,0.08,2.25,4.48,5.96,8.61
241190,Sao Francisco do Oeste,RN,3.13,1.14,5.62,7.01,8.95,9.25
150740,Sao Francisco do Para,PA,1.42,0.94,1.66,6.04,7.28,9.51
220970,Sao Francisco do Piaui,PI,,,3.66,5.18,5.74,9.38
421620,Sao Francisco do Sul,SC,4.82,4.67,9.56,10.14,9.94,10.43
316110,Sao Francisco,MG,0.52,1.23,6.03,7.94,8.9,8.79
251398,Sao Francisco,PB,,,2.35,7.38,7.61,10.02
280690,Sao Francisco,SE,3.69,4.16,6.43,5.44,6.83,8.37
354900,Sao Francisco,SP,3.64,4.14,7.52,9.53,10.75,10.95
292925,Sao Gabriel,BA,,0.09,2.29,5.5,7.22,9.23
130380,Sao Gabriel da Cachoeira,AM,0.9,1.32,4.38,7.04,5.87,7.5
320470,Sao Gabriel da Palha,ES,1.95,3.06,6.57,9.73,9.81,9.21
500769,Sao Gabriel do Oeste,MS,4.41,5.55,9.78,8.92,9.68,9.09
431830,Sao Gabriel,RS,5.51,6.86,8.33,9.89,10.15,10.02
316160,Sao Geraldo da Piedade,MG,,1.2,3.39,5.72,7.01,8.08
150745,Sao Geraldo do Araguaia,PA,0.17,0.56,4.57,4.99,5.19,7.54
316165,Sao Geraldo do Baixio,MG,,0.26,4.8,6.34,8.56,8.03
316150,Sao Geraldo,MG,1.13,2.15,6.22,7.72,8.28,8.3
316170,Sao Goncalo do Abaete,MG,1.46,3.26,5.96,9.42,8.4,8.08
231240,Sao Goncalo do Amarante,CE,0.1,1.05,3.91,5.63,8.15,10.28
241200,Sao Goncalo do Amarante,RN,0.47,0.78,2.96,7.19,8.26,9.18
220975,Sao Goncalo do Gurgueia,PI,,,3.63,6.09,5.15,8.15
316180,Sao Goncalo do Para,MG,2.45,2.41,5.49,9.04,8.78,8.08
220980,Sao Goncalo do Piaui,PI,,0.7,7.18,7.71,9.76,9.76
316190,Sao Goncalo do Rio Abaixo,MG,0.29,0.7,4.3,7.26,8.79,9.68
312550,Sao Goncalo do Rio Preto,MG,0.6,2.47,6.13,5.77,8.91,9.63
316200,Sao Goncalo do Sapucai,MG,5.01,6.19,10.58,8.5,8.81,8.15
292930,Sao Goncalo dos Campos,BA,0.87,0.97,2.21,6.48,7.4,8.78
330490,Sao Goncalo,RJ,3.31,4.24,7.12,8.65,8.99,9.08
316210,Sao Gotardo,MG,3.01,2.9,7.18,9.13,8.94,9.25
412470,Sao Jeronimo da Serra,PR,1.92,2.45,5.82,7.2,9.12,9.51
431840,Sao Jeronimo,RS,3.36,4.26,7.66,10.41,9.01,9.54
316220,Sao Joao Batista do Gloria,MG,2.33,2.63,6.08,8.2,8.95,8.43
211100,Sao Joao Batista,MA,,0.92,2.74,6.75,6.83,9.76
421630,Sao Joao Batista,SC,2.18,3.63,4.82,9.53,10.56,9.5
140050,Sao Joao da Baliza,RR,0.4,1.13,6.63,7.57,9.25,8.88
330500,Sao Joao da Barra,RJ,1.48,1.72,4.66,8.62,6.95,8.39
354910,Sao Joao da Boa Vista,SP,8.81,11.38,16.97,9.87,10.25,11.04
220985,Sao Joao da Canabrava,PI,,0.89,2.98,6.21,5.7,7.84
220987,Sao Joao da Fronteira,PI,0.63,1.59,3.45,3.29,5.52,8.04
316225,Sao Joao da Lagoa,MG,,0.56,4.45,6.55,8.31,9.84
522000,Sao Joao D'Alianca,GO,0.7,1.52,5.53,6.11,7.13,9.23
316230,Sao Joao da Mata,MG,2.4,2.77,2.84,9.53,9.76,7.16
522005,Sao Joao da Parauna,GO,1.4,3.16,8.09,8.28,10.21,11.24
150746,Sao Joao da Ponta,PA,0.82,0.71,1.97,5.84,5.66,8.18
316240,Sao Joao da Ponte,MG,0.15,0.45,3.74,5.61,6.94,7.79
354920,Sao Joao das Duas Pontes,SP,2.29,5.56,6.88,10.06,9.05,11.86
220990,Sao Joao da Serra,PI,,0.18,4.64,6.97,5.44,9.24
316245,Sao Joao das Missoes,MG,0.31,0.35,3.33,5.57,5.23,7.09
431842,Sao Joao da Urtiga,RS,1.1,2.33,4.9,10.55,10.9,11.42
220995,Sao Joao da Varjota,PI,,,3.93,5.98,5.72,9.57
354925,Sao Joao de Iracema,SP,1.4,3.09,7.13,9.41,11.53,11.89
316250,Sao Joao Del Rei,MG,5.34,7.3,12.81,9.08,10.12,9.96
330510,Sao Joao de Meriti,RJ,1.74,2.68,5.25,8.27,8.92,9.22
150747,Sao Joao de Pirabas,PA,0.44,0.71,1.42,5.28,5.8,7.61
150750,Sao Joao do Araguaia,PA,,0.48,2.33,4.86,4.89,7.3
220997,Sao Joao do Arraial,PI,,,2.71,2.99,5.31,9.9
412490,Sao Joao do Caiua,PR,2.15,3.76,6.44,8.96,9.69,10.36
251400,Sao Joao do Cariri,PB,0.67,0.62,4.37,5.84,7.63,9.17
211102,Sao Joao do Caru,MA,,,0.81,2.1,3.22,7.91
421635,Sao Joao do Itaperiu,SC,1.27,1.34,2.47,10.35,10.42,9.84
412500,Sao Joao do Ivai,PR,3.03,3.78,6.52,8.11,9.87,8.79
231250,Sao Joao do Jaguaribe,CE,2.33,1.73,3.58,7.42,8.71,9.94
316255,Sao Joao do Manhuacu,MG,0.14,1.36,4.77,7.68,7.42,7.99
316257,Sao Joao do Manteninha,MG,0.38,2.24,1.85,7.52,8.1,8.35
421625,Sao Joao do Oeste,SC,1.49,1.27,5.27,10.04,11.33,12.2
316260,Sao Joao do Oriente,MG,1.04,1.94,4.28,8.14,8.95,8.64
316265,Sao Joao do Pacui,MG,0.66,0.28,5.08,5.57,7.88,7.05
211105,Sao Joao do Paraiso,MA,,0.54,3.35,5.71,6.58,9.37
316270,Sao Joao do Paraiso,MG,0.16,0.44,3.81,5.29,8.07,8.73
354930,Sao Joao do Pau D'Alho,SP,3,4.95,9.77,10.51,10.61,9.68
221000,Sao Joao do Piaui,PI,0.37,0.74,6.41,7.15,7.34,10.14
431843,Sao Joao do Polesine,RS,9.45,7.39,14.36,9.92,11.2,11.09
250070,Sao Joao do Rio do Peixe,PB,2.14,2.03,3.54,5.96,6.8,9.45
241210,Sao Joao do Sabugi,RN,0.5,3.25,6,8.26,8.9,9.73
211107,Sao Joao do Soter,MA,,0.27,1.81,4.63,5.56,8.72
211110,Sao Joao dos Patos,MA,0.76,1.07,4.33,6.9,8.08,8.79
421640,Sao Joao do Sul,SC,0.24,1.33,4.81,9.98,10.29,10.61
251410,Sao Joao do Tigre,PB,,0.12,1.95,3.86,5.69,7.27
412510,Sao Joao do Triunfo,PR,0.48,1.46,3.37,7.99,8.05,9.88
316280,Sao Joao Evangelista,MG,2.36,3.01,5.08,6.93,8.81,8.93
316290,Sao Joao Nepomuceno,MG,2.28,2.84,7.27,8.61,8.48,8.97
261320,Sao Joao,PE,0.89,1.11,3.07,6.68,6.51,8.34
412480,Sao Joao,PR,2.38,2.05,9.05,9.41,11.18,11.1
354940,Sao Joaquim da Barra,SP,4.72,6.73,11.64,9.63,10.53,10.66
316292,Sao Joaquim de Bicas,MG,1.68,1.28,3.33,6.97,8.2,7.92
261330,Sao Joaquim do Monte,PE,0.24,0.52,2.73,6.58,6.14,7.85
421650,Sao Joaquim,SC,2.37,2.65,7.58,9.33,9.17,8.74
412520,Sao Jorge D'Oeste,PR,0.68,1.99,7.34,9.93,10.96,10.18
412530,Sao Jorge do Ivai,PR,1.76,3.21,8.35,10.7,11.52,11.6
412535,Sao Jorge do Patrocinio,PR,0.64,1.14,5.29,9.41,10.41,10.87
431844,Sao Jorge,RS,1.38,2.7,6.11,10.35,10.65,9.88
316294,Sao Jose da Barra,MG,4.78,6.29,6.98,9.5,8.6,8.5
354950,Sao Jose da Bela Vista,SP,2.73,3.38,4.42,8.71,9.62,10.39
412540,Sao Jose da Boa Vista,PR,0.27,1.02,4.23,9.46,10,10.02
261340,Sao Jose da Coroa Grande,PE,0.79,2.62,5.01,7.14,7.02,9.69
251420,Sao Jose da Lagoa Tapada,PB,0.31,0.66,2.19,6.16,5.77,8.14
270830,Sao Jose da Laje,AL,0.18,1.26,3.09,7.12,5.75,8.8
316295,Sao Jose da Lapa,MG,1.35,2.01,5.06,8.29,8.38,9.69
316300,Sao Jose da Safira,MG,1.12,,2.99,7.38,7.61,7.25
431845,Sao Jose das Missoes,RS,,0.34,4.11,9.09,10.34,11.9
412545,Sao Jose das Palmeiras,PR,1.64,1.16,6.23,8.5,10.87,10.19
270840,Sao Jose da Tapera,AL,,0.31,3.11,5.87,6.01,8.63
316310,Sao Jose da Varginha,MG,0.76,2.82,5.7,7.76,9.3,9.35
292935,Sao Jose da Vitoria,BA,0.06,0.29,1.79,6.65,6.21,8.57
251430,Sao Jose de Caiana,PB,1.34,0.32,2.63,3.96,5.52,7.87
251440,Sao Jose de Espinharas,PB,0.32,1.49,1.2,5.82,7.19,9.17
241220,Sao Jose de Mipibu,RN,0.89,1.33,4.54,7.71,8.11,9.01
251450,Sao Jose de Piranhas,PB,1.71,1.88,3.43,4.96,6.17,9.19
251455,Sao Jose de Princesa,PB,,0.16,2.66,6.4,6.39,8.23
211120,Sao Jose de Ribamar,MA,1.02,2.14,5.77,7.86,8.75,10.21
330513,Sao Jose de Uba,RJ,3.42,1.61,5.64,6.14,8.03,8.92
316320,Sao Jose do Alegre,MG,1.58,2.96,4.1,9.18,10.01,10.79
354960,Sao Jose do Barreiro,SP,3.88,4.14,6.3,8.06,9.02,9.28
261350,Sao Jose do Belmonte,PE,1.06,2.3,3.78,6.17,6.91,9.01
251460,Sao Jose do Bonfim,PB,0.26,0.5,2.26,5.84,7.02,9.34
251465,Sao Jose do Brejo do Cruz,PB,,,2.74,4.88,6.62,8.32
320480,Sao Jose do Calcado,ES,2.23,4.22,6.51,9.13,9.16,8.97
241230,Sao Jose do Campestre,RN,0.15,0.76,3.61,6.38,7.6,9.45
421670,Sao Jose do Cedro,SC,2.48,2.42,7.29,10.01,9.65,10.07
421680,Sao Jose do Cerrito,SC,1.05,1.43,3.41,8.64,8.44,9.12
316330,Sao Jose do Divino,MG,,0.55,5.23,8.29,8.29,10.12
221005,Sao Jose do Divino,PI,,,3.07,4.77,4.32,8.81
261360,Sao Jose do Egito,PE,1.98,2.1,4.89,7.96,8.66,9.63
316340,Sao Jose do Goiabal,MG,1.36,1.1,5.29,7.6,9.71,10.64
431846,Sao Jose do Herval,RS,2.84,2.07,5.68,8.73,10.31,9.85
431848,Sao Jose do Hortencio,RS,0.44,0.45,2.95,11.66,9.82,9.64
431849,Sao Jose do Inhacora,RS,0.33,2.34,3.69,11.17,10.93,12.72
292937,Sao Jose do Jacuipe,BA,,,0.75,3.33,6.68,7.72
316350,Sao Jose do Jacuri,MG,0.16,1.22,4.5,6.77,8.39,8.48
316360,Sao Jose do Mantimento,MG,,3.34,3.51,8.97,7.92,9.27
431850,Sao Jose do Norte,RS,0.77,1.41,3.72,8.41,8.31,8.3
431860,Sao Jose do Ouro,RS,3.44,4.02,7.85,10.54,11.35,11.11
221010,Sao Jose do Peixe,PI,0.58,0.96,4.62,6.25,6.41,8.59
221020,Sao Jose do Piaui,PI,,0.2,2.99,6.43,4.52,9.12
510729,Sao Jose do Povo,MT,1.17,2.84,6.41,6.35,9.76,9.03
510730,Sao Jose do Rio Claro,MT,2.2,2.45,6.33,7.67,7.98,8.55
354970,Sao Jose do Rio Pardo,SP,8.34,10.96,12.67,9.48,10.05,10.21
354980,Sao Jose do Rio Preto,SP,11.15,12.69,18.88,10.17,10.71,10.06
251470,Sao Jose do Sabugi,PB,1.19,2.17,4.49,5.58,8.69,10.2
431862,Sao Jose dos Ausentes,RS,0.7,2.24,6.09,7.89,9.76,10.03
211125,Sao Jose dos Basilios,MA,,,1.44,5.08,6.19,9.21
354990,Sao Jose dos Campos,SP,10.03,10.86,18.04,10.08,10.78,10.92
251480,Sao Jose dos Cordeiros,PB,0.5,0.13,1.44,5.75,6.49,9.24
241240,Sao Jose do Serido,RN,0.34,1.58,5.69,7.97,9.84,10.01
412550,Sao Jose dos Pinhais,PR,2.64,4.19,10.37,9.47,9.44,9.68
510710,Sao Jose dos Quatro Marcos,MT,1.74,2.8,6.23,9,10.25,9.47
251445,Sao Jose dos Ramos,PB,,0.32,2.82,4.86,5.77,8.61
431861,Sao Jose do Sul,RS,0.54,1.08,4,8.2,10.67,10.92
